refdate,target,location,rmse,wis,dispersion,underprediction,overprediction,mae,mda,within_50,within_80,within_95
2023-06-11,2023-06-17,3354.00,107.84,7.73,7.71,0.00,0.02,59.63,0.53,1,1,1
2023-06-11,2023-06-17,3355.00,57.23,7.42,7.31,0.11,0.00,38.45,0.60,1,1,1
2023-06-11,2023-06-17,3356.00,45.80,9.69,9.48,0.21,0.00,26.16,0.49,1,1,1
2023-06-11,2023-06-17,3357.00,72.39,10.72,9.93,0.00,0.78,43.97,0.53,1,1,1
2023-06-11,2023-06-17,3358.00,57.33,9.64,9.48,0.15,0.00,30.03,0.48,1,1,1
2023-06-11,2023-06-17,3359.00,57.54,10.34,10.18,0.16,0.00,32.34,0.54,1,1,1
2023-06-11,2023-06-17,3360.00,76.46,10.76,10.65,0.11,0.00,39.28,0.47,1,1,1
2023-06-11,2023-06-17,3361.00,80.64,10.78,10.22,0.00,0.56,51.31,0.55,1,1,1
2023-06-11,2023-06-17,3401.00,65.36,11.06,10.85,0.00,0.21,39.82,0.51,1,1,1
2023-06-11,2023-06-17,3402.00,80.51,12.46,11.66,0.00,0.80,44.85,0.45,1,1,1
2023-06-11,2023-06-17,3403.00,46.42,14.02,13.00,0.00,1.02,27.65,0.47,1,1,1
2023-06-11,2023-06-17,3404.00,65.93,13.99,13.16,0.00,0.83,39.88,0.56,1,1,1
2023-06-11,2023-06-17,3405.00,50.38,14.22,12.94,0.00,1.28,28.60,0.46,1,1,1
2023-06-11,2023-06-17,3451.00,76.27,12.91,12.91,0.00,0.00,45.44,0.48,1,1,1
2023-06-11,2023-06-17,3452.00,67.78,12.99,12.76,0.00,0.23,42.09,0.56,1,1,1
2023-06-11,2023-06-17,3453.00,102.81,15.50,14.08,0.00,1.42,55.32,0.46,1,1,1
2023-06-11,2023-06-17,3454.00,57.36,16.03,14.33,0.00,1.70,33.17,0.51,1,1,1
2023-06-11,2023-06-17,3455.00,63.53,15.18,14.53,0.00,0.65,32.75,0.40,1,1,1
2023-06-11,2023-06-17,3456.00,88.87,2.94,2.89,0.05,0.00,52.91,0.54,1,1,1
2023-06-11,2023-06-17,3457.00,57.92,3.61,3.53,0.08,0.00,33.35,0.54,1,1,1
2023-06-11,2023-06-17,3458.00,94.91,4.63,4.49,0.14,0.00,56.37,0.44,1,1,1
2023-06-11,2023-06-17,3459.00,58.49,5.12,4.91,0.22,0.00,36.81,0.59,1,1,1
2023-06-11,2023-06-17,3460.00,85.59,5.11,5.01,0.10,0.00,49.01,0.50,1,1,1
2023-06-11,2023-06-17,3461.00,48.94,6.46,6.34,0.12,0.00,26.40,0.46,1,1,1
2023-06-11,2023-06-17,3462.00,132.83,7.34,7.24,0.10,0.00,85.15,0.55,1,1,1
2023-06-11,2023-06-17,4011.00,71.78,8.20,8.04,0.00,0.16,41.45,0.55,1,1,1
2023-06-11,2023-06-17,4012.00,76.68,7.77,7.43,0.00,0.34,45.54,0.54,1,1,1
2023-06-11,2023-06-17,5111.00,51.45,8.71,8.41,0.00,0.30,28.06,0.48,1,1,1
2023-06-11,2023-06-17,5112.00,29.58,9.68,9.24,0.00,0.44,17.49,0.52,1,1,1
2023-06-11,2023-06-17,5113.00,46.38,10.57,9.94,0.00,0.64,25.16,0.39,1,1,1
2023-06-11,2023-06-17,5114.00,41.52,9.96,9.60,0.00,0.36,22.29,0.41,1,1,1
2023-06-11,2023-06-17,5116.00,41.51,10.09,9.98,0.00,0.11,23.23,0.50,1,1,1
2023-06-11,2023-06-17,5117.00,47.42,11.09,10.99,0.00,0.10,27.96,0.45,1,1,1
2023-06-11,2023-06-17,5119.00,39.15,12.88,12.38,0.00,0.51,23.04,0.49,1,1,1
2023-06-11,2023-06-17,5120.00,72.50,12.37,11.65,0.00,0.72,39.38,0.44,1,1,1
2023-06-11,2023-06-17,5122.00,61.95,12.85,12.24,0.00,0.61,34.78,0.50,1,1,1
2023-06-11,2023-06-17,5124.00,53.48,12.23,11.85,0.00,0.38,30.40,0.51,1,1,1
2023-06-11,2023-06-17,5154.00,52.96,12.90,12.88,0.00,0.03,29.97,0.52,1,1,1
2023-06-11,2023-06-17,5158.00,47.55,13.30,12.98,0.00,0.32,27.18,0.46,1,1,1
2023-06-11,2023-06-17,5162.00,70.71,13.68,13.57,0.00,0.11,44.67,0.61,1,1,1
2023-06-11,2023-06-17,5166.00,62.57,14.49,14.13,0.00,0.36,37.92,0.58,1,1,1
2023-06-11,2023-06-17,5170.00,47.74,15.16,14.78,0.00,0.38,29.71,0.58,1,1,1
2023-06-11,2023-06-17,5314.00,43.99,14.98,14.96,0.00,0.02,25.52,0.50,1,1,1
2023-06-11,2023-06-17,5315.00,65.49,14.85,14.58,0.00,0.27,41.38,0.60,1,1,1
2023-06-11,2023-06-17,5316.00,56.51,15.64,15.30,0.00,0.34,33.40,0.54,1,1,1
2023-06-11,2023-06-17,5334.00,50.36,16.55,15.98,0.00,0.57,28.79,0.52,1,1,1
2023-06-11,2023-06-17,5358.00,71.67,6.45,5.64,0.00,0.82,39.80,0.46,1,1,1
2023-06-11,2023-06-17,5362.00,61.64,6.02,6.02,0.00,0.01,36.84,0.57,1,1,1
2023-06-11,2023-06-17,5366.00,93.58,7.07,6.87,0.00,0.21,52.07,0.51,1,1,1
2023-06-11,2023-06-17,5370.00,72.82,8.46,8.25,0.00,0.21,41.24,0.48,1,1,1
2023-06-11,2023-06-17,5374.00,49.90,9.54,9.10,0.00,0.44,30.20,0.57,1,1,1
2023-06-11,2023-06-17,5378.00,51.97,10.65,10.61,0.04,0.00,30.88,0.51,1,1,1
2023-06-11,2023-06-17,5382.00,44.86,11.92,11.36,0.00,0.55,26.92,0.48,1,1,1
2023-06-11,2023-06-17,5512.00,38.48,14.19,13.95,0.00,0.24,19.80,0.40,1,1,1
2023-06-11,2023-06-17,5513.00,41.37,17.07,16.69,0.00,0.38,25.32,0.50,1,1,1
2023-06-11,2023-06-17,5515.00,65.69,18.19,16.92,0.00,1.27,40.42,0.59,1,1,1
2023-06-11,2023-06-17,5554.00,75.71,18.20,16.75,0.00,1.45,51.26,0.55,1,1,1
2023-06-11,2023-06-17,5558.00,79.79,19.07,17.49,0.00,1.58,45.75,0.47,1,1,1
2023-06-11,2023-06-17,5562.00,43.65,20.37,17.99,0.00,2.38,23.93,0.46,1,1,1
2023-06-11,2023-06-17,5566.00,41.57,22.36,17.38,0.00,4.98,25.64,0.50,1,1,1
2023-06-11,2023-06-17,5570.00,58.94,21.34,20.39,0.00,0.96,34.24,0.47,1,1,1
2023-06-11,2023-06-17,5711.00,50.91,20.87,19.49,0.00,1.38,29.09,0.50,1,1,1
2023-06-11,2023-06-17,5754.00,46.03,21.53,20.78,0.00,0.75,28.03,0.53,1,1,1
2023-06-11,2023-06-17,5758.00,49.89,21.08,20.54,0.00,0.54,27.58,0.45,1,1,1
2023-06-11,2023-06-17,5762.00,58.24,22.91,21.59,0.00,1.32,34.74,0.57,1,1,1
2023-06-11,2023-06-17,5766.00,54.10,24.25,22.68,0.00,1.57,33.83,0.52,1,1,1
2023-06-11,2023-06-17,5770.00,106.56,24.50,22.21,0.00,2.29,57.98,0.50,1,1,1
2023-06-11,2023-06-17,5774.00,58.09,22.65,21.79,0.00,0.86,34.89,0.53,1,1,1
2023-06-11,2023-06-17,5911.00,59.08,25.32,23.27,0.00,2.05,32.76,0.49,1,1,1
2023-06-11,2023-06-17,5913.00,49.83,26.14,23.68,0.00,2.46,30.71,0.50,1,1,1
2023-06-11,2023-06-17,5914.00,39.46,28.45,24.96,0.00,3.50,24.46,0.47,1,1,1
2023-06-11,2023-06-17,5915.00,36.31,29.76,26.07,0.00,3.69,21.49,0.47,1,1,1
2023-06-11,2023-06-17,5916.00,63.78,29.48,26.47,0.00,3.01,36.16,0.50,1,1,1
2023-06-11,2023-06-17,5954.00,58.03,30.89,29.25,0.00,1.64,35.58,0.53,1,1,1
2023-06-11,2023-06-17,5958.00,71.51,6.30,6.08,0.00,0.21,38.71,0.47,1,1,1
2023-06-11,2023-06-17,5962.00,73.15,8.76,8.21,0.00,0.54,44.35,0.57,1,1,1
2023-06-11,2023-06-17,5966.00,67.08,12.95,11.91,0.00,1.03,36.24,0.50,1,1,1
2023-06-11,2023-06-17,5970.00,56.32,13.87,12.77,0.00,1.10,30.46,0.45,1,1,1
2023-06-11,2023-06-17,5974.00,40.64,16.73,14.85,0.00,1.88,22.61,0.48,1,1,1
2023-06-11,2023-06-17,5978.00,76.94,17.37,15.16,0.00,2.21,46.31,0.55,1,1,1
2023-06-11,2023-06-17,6411.00,45.75,17.12,16.20,0.00,0.92,26.66,0.51,1,1,1
2023-06-11,2023-06-17,6412.00,57.94,20.92,16.80,0.00,4.12,36.90,0.53,1,1,1
2023-06-11,2023-06-17,6413.00,55.77,20.62,16.87,0.00,3.75,34.68,0.58,1,1,1
2023-06-11,2023-06-17,6414.00,56.18,20.62,17.04,0.00,3.59,33.43,0.53,1,1,1
2023-06-11,2023-06-17,6431.00,70.35,21.00,15.74,0.00,5.26,39.62,0.50,1,1,1
2023-06-11,2023-06-17,6432.00,44.97,20.66,17.55,0.00,3.12,25.10,0.43,1,1,1
2023-06-11,2023-06-17,6433.00,51.92,21.58,18.05,0.00,3.53,32.54,0.57,1,1,1
2023-06-11,2023-06-17,6434.00,56.21,20.88,18.82,0.00,2.06,34.83,0.60,1,1,1
2023-06-11,2023-06-17,6435.00,70.96,22.01,18.91,0.00,3.10,44.83,0.58,1,1,1
2023-06-11,2023-06-17,6436.00,37.71,19.33,18.49,0.00,0.84,21.29,0.47,1,1,1
2023-06-11,2023-06-17,6437.00,57.90,20.57,18.63,0.00,1.94,35.38,0.53,1,1,1
2023-06-11,2023-06-17,6438.00,60.68,23.79,20.83,0.00,2.97,36.54,0.52,1,1,1
2023-06-11,2023-06-17,6439.00,53.76,25.73,23.92,0.00,1.81,29.51,0.44,1,1,1
2023-06-11,2023-06-17,6440.00,43.70,26.12,20.87,0.00,5.24,24.46,0.48,1,1,1
2023-06-11,2023-06-17,6531.00,52.49,24.86,22.22,0.00,2.65,33.31,0.51,1,1,1
2023-06-11,2023-06-17,6532.00,68.50,24.76,21.75,0.00,3.01,42.77,0.57,1,1,1
2023-06-11,2023-06-17,6533.00,53.27,25.97,23.40,0.00,2.56,32.31,0.46,1,1,1
2023-06-11,2023-06-17,6534.00,58.97,25.01,23.01,0.00,1.99,32.50,0.44,1,1,1
2023-06-11,2023-06-17,6535.00,85.44,27.27,23.69,0.00,3.58,49.91,0.53,1,1,1
2023-06-11,2023-06-17,6611.00,88.91,25.65,22.68,0.00,2.96,55.62,0.59,1,1,1
2023-06-11,2023-06-17,6631.00,48.49,29.68,26.81,0.00,2.87,30.79,0.63,1,1,1
2023-06-11,2023-06-17,6632.00,61.08,27.73,26.85,0.00,0.88,31.77,0.48,1,1,1
2023-06-11,2023-06-17,6633.00,87.38,4.92,4.78,0.14,0.00,51.25,0.50,1,1,1
2023-06-11,2023-06-17,6634.00,64.95,6.10,6.05,0.00,0.05,37.16,0.57,1,1,1
2023-06-11,2023-06-17,6635.00,75.52,8.55,8.45,0.00,0.10,45.75,0.55,1,1,1
2023-06-11,2023-06-17,6636.00,71.95,9.04,8.72,0.00,0.33,39.89,0.54,1,1,1
2023-06-11,2023-06-17,7111.00,45.07,11.56,11.47,0.09,0.00,28.24,0.58,1,1,1
2023-06-11,2023-06-17,7131.00,39.82,12.37,12.14,0.24,0.00,24.59,0.58,1,1,1
2023-06-11,2023-06-17,7132.00,64.59,11.64,11.23,0.41,0.00,40.11,0.53,1,1,1
2023-06-11,2023-06-17,7133.00,82.65,12.65,12.42,0.23,0.00,46.97,0.57,1,1,1
2023-06-11,2023-06-17,7134.00,72.48,14.74,14.53,0.21,0.00,45.33,0.56,1,1,1
2023-06-11,2023-06-17,7135.00,71.16,15.72,15.66,0.06,0.00,40.26,0.47,1,1,1
2023-06-11,2023-06-17,7137.00,49.12,16.00,15.94,0.06,0.00,28.64,0.49,1,1,1
2023-06-11,2023-06-17,7138.00,54.43,14.81,14.67,0.14,0.00,29.94,0.55,1,1,1
2023-06-11,2023-06-17,7140.00,142.16,13.64,13.24,0.40,0.00,83.88,0.51,1,1,1
2023-06-11,2023-06-17,7141.00,62.60,12.80,12.64,0.16,0.00,36.83,0.52,1,1,1
2023-06-11,2023-06-17,7143.00,60.90,12.85,12.51,0.35,0.00,31.21,0.44,1,1,1
2023-06-11,2023-06-17,7211.00,64.02,14.40,13.93,0.47,0.00,37.29,0.50,1,1,1
2023-06-11,2023-06-17,7231.00,54.31,14.12,13.96,0.16,0.00,31.81,0.48,1,1,1
2023-06-11,2023-06-17,7232.00,50.77,15.08,14.93,0.16,0.00,31.32,0.50,1,1,1
2023-06-11,2023-06-17,7233.00,100.15,14.96,14.86,0.10,0.00,58.03,0.49,1,1,1
2023-06-11,2023-06-17,7235.00,82.37,14.75,14.67,0.08,0.00,50.79,0.55,1,1,1
2023-06-11,2023-06-17,7311.00,51.42,16.48,16.42,0.06,0.00,30.00,0.47,1,1,1
2023-06-11,2023-06-17,7312.00,65.07,15.78,15.70,0.09,0.00,41.80,0.58,1,1,1
2023-06-11,2023-06-17,7313.00,68.00,14.16,13.92,0.24,0.00,36.42,0.52,1,1,1
2023-06-11,2023-06-17,7314.00,41.86,14.13,13.95,0.18,0.00,22.89,0.44,1,1,1
2023-06-11,2023-06-17,7315.00,89.09,14.55,14.44,0.12,0.00,54.95,0.60,1,1,1
2023-06-11,2023-06-17,7316.00,92.83,15.03,14.86,0.18,0.00,52.30,0.53,1,1,1
2023-06-11,2023-06-17,7317.00,68.57,16.57,16.39,0.18,0.00,38.50,0.50,1,1,1
2023-06-11,2023-06-17,7318.00,50.41,16.83,16.65,0.18,0.00,26.43,0.44,1,1,1
2023-06-11,2023-06-17,7319.00,81.29,2.52,2.50,0.02,0.00,49.88,0.56,1,1,1
2023-06-11,2023-06-17,7320.00,90.86,3.20,3.17,0.03,0.00,55.61,0.55,1,1,1
2023-06-11,2023-06-17,7331.00,75.46,4.51,4.41,0.00,0.10,46.84,0.53,1,1,1
2023-06-11,2023-06-17,7332.00,70.36,4.38,4.34,0.00,0.04,38.30,0.51,1,1,1
2023-06-11,2023-06-17,7333.00,56.98,5.68,5.68,0.00,0.00,32.73,0.47,1,1,1
2023-06-11,2023-06-17,7334.00,87.52,5.75,5.70,0.04,0.00,45.40,0.40,1,1,1
2023-06-11,2023-06-17,7335.00,87.91,5.75,5.69,0.06,0.00,52.19,0.48,1,1,1
2023-06-11,2023-06-17,7336.00,94.45,6.76,6.71,0.06,0.00,53.96,0.50,1,1,1
2023-06-11,2023-06-17,7337.00,48.79,7.42,7.36,0.06,0.00,31.62,0.50,1,1,1
2023-06-11,2023-06-17,7338.00,30.08,6.54,6.46,0.09,0.00,16.18,0.46,1,1,1
2023-06-11,2023-06-17,7339.00,71.65,7.64,7.40,0.24,0.00,39.81,0.44,1,1,1
2023-06-11,2023-06-17,7340.00,49.23,7.82,7.70,0.11,0.00,27.35,0.48,1,1,1
2023-06-11,2023-06-17,8111.00,51.28,7.98,7.86,0.13,0.00,28.38,0.43,1,1,1
2023-06-11,2023-06-17,8115.00,57.38,7.76,7.37,0.38,0.00,33.82,0.55,1,1,1
2023-06-11,2023-06-17,8116.00,41.34,7.71,7.18,0.52,0.00,21.96,0.47,1,1,1
2023-06-11,2023-06-17,8117.00,44.52,7.68,7.30,0.38,0.00,28.02,0.59,1,1,1
2023-06-11,2023-06-17,8118.00,32.18,8.05,7.67,0.38,0.00,19.69,0.56,1,1,1
2023-06-11,2023-06-17,8119.00,57.33,8.14,7.87,0.28,0.00,33.50,0.57,1,1,1
2023-06-11,2023-06-17,8121.00,48.28,7.09,6.80,0.30,0.00,28.64,0.49,1,1,1
2023-06-11,2023-06-17,8125.00,61.04,7.00,6.47,0.53,0.00,41.28,0.54,1,1,1
2023-06-11,2023-06-17,8126.00,69.04,7.50,7.18,0.32,0.00,38.11,0.48,1,1,1
2023-06-11,2023-06-17,8127.00,44.30,8.91,8.48,0.43,0.00,23.50,0.45,1,1,1
2023-06-11,2023-06-17,8128.00,67.95,10.02,9.77,0.26,0.00,38.47,0.49,1,1,1
2023-06-11,2023-06-17,8135.00,72.51,9.56,9.37,0.19,0.00,42.14,0.49,1,1,1
2023-06-11,2023-06-17,8136.00,75.25,10.14,9.97,0.17,0.00,46.58,0.57,1,1,1
2023-06-11,2023-06-17,8211.00,61.13,9.35,9.24,0.11,0.00,35.14,0.46,1,1,1
2023-06-11,2023-06-17,8212.00,50.00,10.00,9.91,0.08,0.00,29.79,0.48,1,1,1
2023-06-11,2023-06-17,8215.00,43.51,9.86,9.64,0.21,0.00,27.01,0.52,1,1,1
2023-06-11,2023-06-17,8216.00,58.43,2.82,2.76,0.07,0.00,35.57,0.60,1,1,1
2023-06-11,2023-06-17,8221.00,51.66,3.74,3.70,0.00,0.04,30.31,0.54,1,1,1
2023-06-11,2023-06-17,8222.00,55.87,5.14,5.08,0.07,0.00,32.77,0.53,1,1,1
2023-06-11,2023-06-17,8225.00,77.91,6.47,6.38,0.00,0.08,46.02,0.58,1,1,1
2023-06-11,2023-06-17,8226.00,43.39,6.01,5.96,0.05,0.00,22.94,0.43,1,1,1
2023-06-11,2023-06-17,8231.00,57.39,6.23,6.16,0.07,0.00,33.49,0.49,1,1,1
2023-06-11,2023-06-17,8235.00,53.99,7.40,7.37,0.03,0.00,33.76,0.44,1,1,1
2023-06-11,2023-06-17,8236.00,70.54,6.18,6.14,0.05,0.00,42.52,0.43,1,1,1
2023-06-11,2023-06-17,8237.00,62.04,7.18,7.01,0.00,0.17,35.70,0.46,1,1,1
2023-06-11,2023-06-17,8311.00,57.45,7.33,7.28,0.05,0.00,38.03,0.69,1,1,1
2023-06-11,2023-06-17,8315.00,49.56,7.61,7.42,0.00,0.19,26.38,0.50,1,1,1
2023-06-11,2023-06-17,8316.00,56.44,8.94,8.85,0.09,0.00,31.11,0.49,1,1,1
2023-06-11,2023-06-17,8317.00,58.20,8.85,8.70,0.00,0.15,32.64,0.50,1,1,1
2023-06-11,2023-06-17,8325.00,74.07,9.76,9.46,0.00,0.29,46.36,0.57,1,1,1
2023-06-11,2023-06-17,8326.00,82.52,9.48,9.41,0.06,0.00,46.15,0.47,1,1,1
2023-06-11,2023-06-17,8327.00,78.35,11.14,10.91,0.00,0.23,46.53,0.52,1,1,1
2023-06-11,2023-06-17,8335.00,67.89,11.81,11.53,0.00,0.27,41.53,0.56,1,1,1
2023-06-11,2023-06-17,8336.00,71.99,13.32,13.25,0.08,0.00,43.53,0.55,1,1,1
2023-06-11,2023-06-17,8337.00,45.68,12.73,12.66,0.07,0.00,23.94,0.48,1,1,1
2023-06-11,2023-06-17,8415.00,45.65,13.42,13.37,0.05,0.00,25.77,0.49,1,1,1
2023-06-11,2023-06-17,8416.00,60.82,14.91,14.83,0.08,0.00,38.63,0.55,1,1,1
2023-06-11,2023-06-17,8417.00,52.98,14.86,14.70,0.00,0.16,27.17,0.45,1,1,1
2023-06-11,2023-06-17,8421.00,66.99,15.30,15.22,0.08,0.00,33.41,0.45,1,1,1
2023-06-11,2023-06-17,8425.00,45.92,15.32,15.25,0.07,0.00,28.10,0.52,1,1,1
2023-06-11,2023-06-17,8426.00,59.63,15.90,15.83,0.00,0.06,30.86,0.43,1,1,1
